Gene ORF Names	Gene Common Names	Gene Function	Is Regulator?	YeastL51_[air+Hap1-]_rep1	YeastL51_[air+Hap1-]_rep2	YeastL51_[air+Hap1-]_rep3	YeastL51_[anaerobic_Hap1+]_1.5hrs_rep1	YeastL51_[anaerobic_Hap1+]_1.5hrs_rep2	YeastL51_[anaerobic_Hap1+]_1.5hrs_rep3	YeastL51_[air+Hap1+Co+]_rep1	YeastL51_[air+Hap1+Co+]_rep2	YeastL51_[air+Hap1+Co+]_rep3	YeastL51_[anaerobic_Hap1+]_6hrs_rep1	YeastL51_[anaerobic_Hap1+]_6hrs_rep2	YeastL51_[anaerobic_Hap1+]_6hrs_rep3	YeastL51_[anaerobic_Hap1-]_6hrs_rep1	YeastL51_[anaerobic_Hap1-]_6hrs_rep2	YeastL51_[anaerobic_Hap1-]_6hrs_rep3	YeastMHY100_[Heme-]_rep1	YeastMHY100_[Heme-]_rep2	YeastMHY100_[Heme-]_rep3
YKL221W	MCH2	transporter activity*	FALSE	0.237897348	1.276640656	0.145122906	-0.805819352	0.171196564	0.681707713	-0.001559855	1.138789448	-0.018963752	2.453717675	2.654171701	0.065641507	1.69983784	2.780796402	0.598695351	0.118286989	0.463927039	0.324078183
YKL222C	YKL222C	molecular function unknown	TRUE	-0.264827016	0.896418562	-0.115987086	0.053150159	1.185563383	0.345006216	0.344623024	1.406676349	-0.048838242	0.231963954	0.713903233	-0.216565799	0.179126602	0.553115808	-0.239897687	0.183371267	0.240339498	0.313993541
YKL223W	YKL223W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049660933	-0.185535456	0.324207618
YKL224C	YKL224C	molecular function unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.945308208	1.007949451	0.65230096
YKL225W	YKL225W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142589868	0.349753812	1.04976148
YKR001C	VPS1|GRD1|LAM1|SPO15|VPL1|VPT26	GTPase activity	FALSE	-0.118081063	2.04722833	0.011662288	0.083256219	1.856301807	0.179819797	-0.084882805	2.692757111	-0.21560542	-0.212071272	1.157801508	0.031783742	-0.420453861	1.163612927	-0.744987666	0.210687724	-0.113564238	-0.231398983
YKR002W	PAP1	polynucleotide adenylyltransferase activity	FALSE	0.071005259	0.011148732	-0.00013488	0.522862391	0.621056478	0.225271639	0.173603908	-0.029415452	-0.144553379	-0.768083461	-0.207256925	-0.151995178	-0.133255392	-0.166581082	-0.744848221	-0.05884258	-0.148606833	-0.216317271
YKR003W	OSH6	oxysterol binding	FALSE	0.07645382	1.392547947	0.343429463	1.116823283	1.91146301	1.443985007	0.744816283	3.398866568	-0.401228257	1.674857058	2.999616336	1.070059703	0.893616317	2.72450197	1.593449253	0.221650037	0.149030284	-0.254439422
YKR004C	ECM9|YKR004C-A	molecular function unknown	FALSE	0.004828501	-0.009976691	0.004044412	-0.30113628	-0.43237261	-0.019669426	0.263300829	-0.098021122	-0.502264374	0.591162393	0.303284477	-0.617813228	0.009976028	-0.011620096	-1.518807277	-0.361210962	-0.272465165	-0.525586009
YKR005C	YKR005C	molecular function unknown	FALSE	0.157894132	0.598463036	0.013828914	-0.137257478	0.405697199	0.00353929	-0.352432161	0.003468544	-0.286652472	0.004743732	-0.160489579	-0.515811925	0.084878169	-0.356509625	-0.441797179	-0.370959396	-0.011347079	0.10992772
YKR006C	MRPL13|YK105|YmL13	structural constituent of ribosome	FALSE	-0.029087522	-0.361277249	-0.111021163	-0.620463818	-1.113175537	0.142393594	-0.523867884	0.085156056	-0.70225848	-0.735066608	-0.914178657	-0.784567248	-1.030548181	-1.161837155	-0.935451685	-0.426291098	-0.604022434	-0.396207598
YKR007W	MEH1	molecular function unknown	FALSE	0.387019957	-1.910106266	0.218365656	-0.449638746	-1.829152819	0.865574897	-0.355807279	-1.97727711	-0.481275097	-0.539660204	-1.687095829	0.61974165	-0.535206569	-1.670017748	-0.055313224	-0.252734104	0.28257888	-0.31243029
YKR008W	RSC4	molecular function unknown	FALSE	-0.024465132	2.412651899	-0.053292367	0.342457603	2.145735111	-0.199361005	-0.448703905	2.646015955	-0.302444742	-1.319774976	-0.204490654	-0.948502255	-1.442712431	-0.47886807	-2.343288726	-0.065893483	-1.081057695	-0.248244573
YKR009C	FOX2|POX2	3-hydroxyacyl-CoA dehydrogenase activity*	FALSE	-0.014406746	-0.118416432	-0.029054621	-0.547110832	-0.459876252	-0.110165503	-0.597252525	-0.6926708	-0.346301987	0.394209218	-0.450189301	-0.564631564	-0.179858466	-0.222053942	-0.160058351	-0.104565461	-0.259631784	-0.175576937
YKR010C	TOF2	molecular function unknown	FALSE	0.085073282	-0.162235198	0.1531804	0.409492312	0.656129167	0.065066824	0.417565997	0.168673176	0.097959965	-0.289328175	-0.378607038	0.002993583	-0.112242075	-0.424587931	-0.041907296	-0.277849369	0.30152256	0.508254111
YKR011C	YKR011C	molecular function unknown	FALSE	-0.052014703	0.588990308	0.416507778	-0.904004602	-1.013806052	0.917095492	-1.036917754	-0.253373061	-0.88570434	0.411334668	0.768047796	0.594040925	0.234721177	0.962882512	0.799490087	0.060573807	-0.830844914	-0.089703277
YKR012C	YKR012C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561202172	0.676027055	0.312512712
YKR013W	PRY2	molecular function unknown	FALSE	-0.354250257	-0.482275853	-0.04287152	-0.223246336	-0.101071926	0.293953862	0.122251485	-0.816678597	-0.20821564	-0.910762745	-1.149787588	0.213670177	-0.385694807	-1.568978899	-1.307460857	-0.956905759	-0.322223622	-0.356509709
YKR014C	YPT52	GTPase activity	FALSE	0.112704077	-0.714317669	0.386451347	0.054116468	-1.252604697	0.43196744	-0.403638201	0.561633461	-0.47582664	0.262770169	0.046548249	-0.552240502	-0.625643651	0.195828304	-0.482005785	-0.211326773	-1.082940952	-0.531102091
YKR015C	YKR015C	molecular function unknown	FALSE	-0.289640466	-0.369666054	-0.009328487	-0.219221092	-0.366266698	-0.087531912	-0.076433543	-0.430661795	0.229725135	-0.118496292	0.016641408	0.054026291	0.118252678	0.129938036	0.292834893	0.068414852	0.583564635	0.472641524
YKR016W	FMP13	molecular function unknown	FALSE	-0.18684595	0.657741947	-0.090838685	-0.049171918	0.523109392	0.485951706	-0.288893581	1.459182905	-0.526292523	-1.068657019	-0.216762857	-0.766863537	-1.33348141	-0.014129905	-0.781699198	-0.971103364	-0.976370844	-0.78102107
YKR017C	YKR017C	molecular function unknown	FALSE	0.192616692	1.824207116	0.076968441	-0.443444698	0.82175182	-0.132786477	-0.530690656	1.624570137	-0.971677006	-0.327356499	0.622464331	-1.298106015	-0.225707635	0.444355118	-2.509318852	-0.30719469	-0.693536716	-0.547907614
YKR018C	YKR018C	molecular function unknown	FALSE	-0.166294141	0.828392082	-0.034660162	0.165523881	0.825410724	0.3596012	-0.102544328	0.563469166	-0.250979356	0.027031394	0.67314427	-0.315075797	0.289592065	0.537927868	-0.274218906	0.35240633	0.076241774	-0.084721344
YKR019C	IRS4	molecular function unknown	FALSE	0.194327662	-0.227586307	0.227745613	1.043662403	0.719305042	0.496481934	0.867965806	-0.237559056	0.3643587	1.001434663	0.453372405	-0.014920046	1.376570574	0.497099261	0.469451249	0.291590712	0.522890633	0.127879075
YKR020W	VPS51|API3|VPS67|WHI6	protein binding	FALSE	0.339576589	0.115582565	-0.122606649	0.043055391	-0.071524622	0.778537312	-0.103215274	1.55334746	-0.58344718	0.575162905	0.220626295	-0.309337673	0.05955636	0.381233192	-0.391085924	0.016911128	-0.027484282	-0.026496183
YKR021W	YKR021W	molecular function unknown	FALSE	-0.215787217	0.871870105	-0.137967848	0.799442667	1.758602362	0.214760198	0.678295826	1.356844991	-0.411534041	-0.025838551	0.705536677	-0.093299444	0.288175582	0.895260182	-1.294631867	-0.186154675	-0.047871903	-0.275508553
YKR022C	YKR022C	molecular function unknown	FALSE	0.036340032	0.371168445	0.089222967	-0.243827721	0.590373475	0.371208788	-0.223207104	2.055212378	-0.819901615	-0.503228182	-0.117105494	-1.587338989	-1.724455076	-0.087870769	-2.007044182	-0.2615744	-0.371768206	-0.379229224
YKR023W	YKR023W	molecular function unknown	FALSE	0.081832827	-0.135807128	0.102678329	0.548724078	0.547157308	-0.082874873	-0.902329791	-0.218811664	-0.848840243	-0.907330295	-1.092555674	-1.569539009	-0.933064781	-1.194736962	-2.524739246	-0.54591671	-0.759712832	-0.881038548
YKR024C	DBP7	ATP-dependent RNA helicase activity	FALSE	-0.058237466	2.332448376	0.004319086	0.935222879	3.435804364	-0.782471188	-0.181484456	2.659009628	0.202832304	-1.581438153	0.910166643	-0.931936115	-1.07412752	0.379139537	-1.900151059	-0.299404002	-0.362318376	-0.45306761
YKR025W	RPC37	DNA-directed RNA polymerase activity	FALSE	0.11081707	-1.050581432	0.158398092	0.772833348	0.254569777	0.198578856	-0.036621217	0.167931896	0.130367656	-0.952180786	-0.231031256	-0.360337648	-0.417348012	-0.240372359	-0.714928356	-0.274155364	-0.079116106	-0.167685978
YKR026C	GCN3|AAS2	translation initiation factor activity*	FALSE	0.263584841	0.633199666	0.006680868	0.304365842	0.756062801	0.042032781	0.054968637	1.446400334	-0.281812366	-0.388312251	0.443327721	-1.010157248	0.09036379	0.176977689	-1.168282913	0.248153854	-0.260402986	-0.381881522
YKR027W	FMP50	molecular function unknown	FALSE	-0.046959589	0.346080764	-0.227832618	0.621507207	0.800022482	0.479857928	0.71769565	1.61092834	0.205832328	1.03425593	1.480774616	-0.304029337	0.782795406	1.302779567	0.311423269	0.179858431	-0.12055607	0.153376461
YKR028W	SAP190	protein serine/threonine phosphatase activity	TRUE	-0.216207768	0.369918701	0.172774657	0.729939076	2.031485392	0.263069362	0.291331909	1.250428646	0.043633423	-0.457998554	0.247840523	-0.323278117	-0.063222962	-0.0671716	-0.895738303	-0.05476642	-0.30337372	-0.262543435
YKR029C	SET3	NAD-dependent histone deacetylase activity*	FALSE	-0.152551368	0.292328726	0.275534288	0.3511059	0.66796572	0.044562581	-0.054826926	1.241107619	-0.137922636	-0.694910631	-0.57340988	-0.285432465	-1.107445288	-0.027488276	-0.894947225	-0.216372922	-0.339477998	-0.40830128
YKR030W	GMH1|MSG1	molecular function unknown	FALSE	0.100229443	1.180841791	-0.158856435	0.080391279	-0.393918131	0.235778082	-0.057770546	2.871962148	0.027132391	0.476727771	2.094857012	-1.276506796	-0.340127152	1.854029541	-1.599643349	0.435493633	-1.887905333	-1.430045865
YKR031C	SPO14|PLD1	phospholipase D activity	FALSE	-0.204545699	2.530535111	0.117520709	0.506086271	3.276805458	0.096711104	-0.086348812	3.208531297	-0.194605286	-0.694432978	1.496776749	-0.558888303	-0.463089992	1.334192841	-1.459395308	0.241052432	-0.859553589	-0.581642758
YKR032W	YKR032W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087023317	0.540630169	0.614264586
YKR033C	YKR033C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299465224	0.571152334	0.701651635
YKR034W	DAL80|UGA43	transcription factor activity	TRUE	0.613646739	0.989590696	1.350170324	-0.360119914	-0.015455914	0.233061385	-0.661098716	0.156015991	0.065535482	-0.450256109	0.063086015	0.961503227	-0.001323182	0.125377582	0.765051626	-0.071769279	0.69811121	0.762785812
YKR035C	YKR035C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.434051215	0.377056711	0.695334363
YKR035W-A	DID2|CHM1|FTI1|VPS46	molecular function unknown	FALSE	0.146304854	-0.716693936	0.147669075	-0.214004067	-0.889359222	0.883362426	-0.809478875	-0.014665283	-0.338157101	-0.429151399	-1.160870128	-0.444742649	-0.571661633	-0.996000731	-0.70735516	-0.809614915	-0.68479615	-0.573107591
YKR036C	CAF4	protein binding	FALSE	0.20286837	-0.01201873	0.329604022	0.839461268	0.900012667	-0.054183778	-0.019103534	-0.474438714	-0.411109771	-0.55652798	-0.545660261	-0.54773967	-0.000230978	-0.675372939	-1.476938278	0.269621753	0.325753085	0.293235608
YKR037C	SPC34	structural constituent of cytoskeleton	FALSE	0.157567188	1.825654449	-0.267441786	-0.238271138	0.511345789	0.11416952	0.209882553	1.923827577	-0.342111269	0.487679555	1.331325589	-0.284576218	0.298507287	1.042170217	-0.41061969	-0.049648876	0.145445872	0.130205064
YKR038C	KAE1	metalloendopeptidase activity*	FALSE	0.018350206	-0.515977223	0.047604209	0.262732298	-0.205691068	0.190251047	0.187510423	-0.656261894	-0.288800038	-0.269704714	-0.635284108	-0.133898133	-0.036984124	-0.954751516	-0.942282681	-0.397280044	-0.162986163	-0.452595231
YKR039W	GAP1	L-proline permease activity*	FALSE	0.439325763	0.420735648	0.570440213	-0.461484225	-0.307504262	-0.546086365	-0.764185261	-0.907732992	-0.331972044	-0.690340817	-0.618378864	1.176112409	-0.434635532	-0.596559569	0.017114271	-0.531333698	1.274651071	0.25450129
YKR040C	YKR040C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084256655	0.709173865	0.35961569
YKR041W	YKR041W	molecular function unknown	FALSE	0.28279841	-1.24073395	0.546183426	0.256437888	-0.988585632	0.284006736	0.254349838	-2.318743232	-0.01692165	0.189074978	-0.855693499	0.435067199	0.51909241	-0.622532106	0.614377083	0.041806189	0.645891847	0.512987798
YKR042W	UTH1	molecular function unknown	FALSE	0.007254813	-0.103898984	0.117217545	-0.011149397	-0.040488359	-0.081090099	0.092623505	-0.382868182	-0.053286338	0.080036095	-0.113952324	-0.130784273	0.173904431	-0.058193641	0.196497547	0.129032376	0.4735338	0.432357062
YKR043C	YKR043C	molecular function unknown	FALSE	0.415396461	0.849178655	0.012632942	0.585089376	1.357664749	-0.064391905	0.321250849	1.271344823	-0.108533804	0.395778951	1.26835815	-0.098720231	0.423537974	0.96107203	-0.309910747	0.015289729	0.807776108	0.041652805
YKR044W	UIP5	molecular function unknown	FALSE	0.380782845	0.619889021	0.20921889	0.692271649	1.145663462	0.105057657	0.601285528	0.589115794	0.121138764	0.693068776	1.26608997	-0.242222545	0.915462821	1.016289548	0.090601092	0.145119628	0.262145596	0.119103078
YKR045C	YKR045C	molecular function unknown	FALSE	0.463081172	-0.913937135	-0.379283328	0.667745796	-0.149766228	-0.152970373	0.593187376	-0.935560262	-0.35234041	-0.328178611	-0.490733779	-0.59093347	0.427782772	-0.632147711	-0.610426177	-0.021543211	0.492903735	0.161536207
YKR046C	PET10	molecular function unknown	FALSE	-3.399216129	-2.218783073	-3.629711677	-1.490058082	-1.129293694	0.165760556	0.113474082	-0.590080993	-2.135620281	-2.323691762	-3.445505238	-0.351808642	-1.449740247	-0.951736883	-0.687195273	-4.53650932	-2.986395385	-2.042248284
YKR047W	YKR047W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224375739	0.657525143	0.884407497
YKR048C	NAP1	protein binding	FALSE	0.259213362	-0.894873199	0.279701985	1.305118003	0.460045789	0.787717659	0.524919931	-1.449321707	-0.414947335	0.148803696	-0.679565483	0.323386515	0.943449869	-0.733666224	0.503745162	-0.273655904	0.477224789	-0.083266218
YKR049C	FMP46	molecular function unknown	FALSE	0.197403595	1.391540412	0.456577169	-1.027518148	-0.070533532	0.812942111	-0.470169127	0.944103059	-0.896364356	1.741504202	2.738189467	-0.160320623	2.084259473	2.854814272	1.782168996	-0.589158099	0.418420737	0.300369846
YKR050W	TRK2|RPD2	potassium ion transporter activity	FALSE	0.243991035	0.009451551	0.515199517	-0.234738411	0.006051657	-0.321109417	0.19437253	-1.103704086	-0.194192683	0.060672934	-0.030238706	0.232034149	0.38083	-0.356120924	-0.187186719	0.66110781	0.73093347	0.177537132
YKR051W	YKR051W	molecular function unknown	FALSE	0.244945683	1.111951692	0.000839764	-0.303050813	0.094881925	0.007260769	-0.361646513	0.562627174	-0.231664737	-0.14339748	0.319534972	-0.202184012	-0.050271126	0.011902487	-1.076567647	0.032440791	0.021669467	-0.210320807
YKR052C	MRS4	iron ion transporter activity*	FALSE	0.26297902	-0.693505328	-0.004702199	-0.074007459	-0.557060039	0.144639027	-0.216936988	-1.611881071	-0.549606007	0.26421913	-0.511330085	-0.292552132	0.968198397	-0.646655051	-0.367340781	0.457806056	0.570523384	0.268602075
YKR053C	YSR3|LBP2	sphingosine-1-phosphate phosphatase activity	FALSE	0.358222359	0.866657594	0.313899957	0.38833886	0.337601749	0.295143217	0.2725718	0.068349928	0.357700581	4.111235548	4.39311943	1.123023789	3.827268312	4.289599398	3.854283813	1.85631353	1.53681815	0.141522174
YKR054C	DYN1|DHC1|PAC6	motor activity	FALSE	0.068598328	0.814793216	-0.005902997	0.111047309	1.382864835	0.454959108	0.610333001	1.408334625	-0.065602122	0.719215683	1.32559071	0.098522119	0.594373955	1.201229988	-0.151498123	-0.230047907	-0.276398307	-0.134495323
YKR055W	RHO4	GTPase activity*	FALSE	0.133631176	0.206967625	-0.09483834	-0.300127935	-0.292442088	-0.132332097	-0.302825869	-0.5718989	-0.233257021	-0.72911934	-0.443264447	-0.730160107	-0.046408417	-0.453886083	-0.694648342	0.087824176	0.272238323	0.221787334
YKR056W	TRM2|NUC2|NUD1|RNC1	tRNA (m5U54) methyltransferase activity	FALSE	-0.048748258	0.698396225	-0.06200067	0.944248071	1.720653101	-0.37406627	0.229070569	1.96695931	0.119862008	-0.911681985	-0.075349054	-0.608791584	-0.937621734	-0.720087875	-0.818074044	-0.54053872	-0.565168759	-0.474927489
YKR057W	RPS21A|RPS25	structural constituent of ribosome	FALSE	-0.031000093	1.475046888	-0.08618643	-0.101124674	-0.039574285	-0.032352087	-0.159686454	1.940646063	-0.050803804	-0.155928818	0.852451536	-0.4478694	-0.199519481	0.691667302	-0.446131016	-0.031318986	-0.983782316	-0.218722852
YKR058W	GLG1	glycogenin glucosyltransferase activity	FALSE	-0.169371465	0.145573006	0.100131418	-0.481599655	0.032785874	0.035090413	-0.977346765	-0.738561137	-0.50774657	-0.759588337	-0.48562067	0.154029559	-1.116738868	-0.165590691	-0.716581435	-0.13165651	-0.103262709	0.179353134
YKR060W	UTP30	snoRNA binding	FALSE	0.11551069	0.698323101	-0.127521111	0.439291795	0.594241382	-0.456964822	-0.161630198	2.989911833	-0.335962607	-0.93016197	0.530341012	-1.455321182	-2.103049084	0.242641472	-1.835846433	-0.029242045	-0.715602033	-0.38116384
YKR061W	KTR2	mannosyltransferase activity	FALSE	0.003529394	0.794372083	0.203902	-0.02773961	0.77651199	0.515037397	0.849339401	2.10371358	-0.252655613	0.834054969	1.595706858	0.149137649	0.893091332	1.80000156	0.547879904	-0.682479337	-0.05067672	0.06768316
YKR062W	TFA2	general RNA polymerase II transcription factor activity	FALSE	0.107184696	0.756484346	0.151072449	-0.013104526	-0.010186437	0.301627631	-0.0334327	1.374837436	-0.158757601	-0.040891299	0.538114499	-0.355968863	-0.314794416	0.46376652	-0.670461764	0.010862034	-0.425629327	-0.195055652
YKR063C	LAS1	molecular function unknown	FALSE	0.122374921	-0.185610866	-0.163664734	0.835890436	0.188323742	-0.371386087	0.45604504	1.32599443	-0.293562699	-0.352364461	-0.523904902	-1.720680318	-0.828940855	-0.447772997	-2.318905135	-0.00064727	-1.049415466	-0.862117835
YKR064W	YKR064W	molecular function unknown	TRUE	0.214517222	0.654034768	-0.019902465	0.490275795	0.903932212	-0.094506618	0.056803191	1.342385968	-0.327147818	-0.019443105	-0.083228352	-0.636845703	-0.351505066	-0.143644008	-1.238860358	0.426345593	-0.499382161	0.025755269
YKR065C	FMP18	molecular function unknown	FALSE	-0.15314751	-0.712434917	-0.060754584	-0.942818935	-1.250355824	0.347253365	0.090820035	-0.549102399	-0.216998812	0.202543374	-0.448685666	0.556491899	0.135697116	-0.641044406	-0.102735611	0.351330459	0.025067069	0.03766189
YKR066C	CCP1	cytochrome-c peroxidase activity	FALSE	0.178342403	-0.236966567	0.164148158	-0.942701407	-0.967649833	-0.21125815	-0.130733733	-1.327411186	-0.330110051	0.428331303	-0.223177771	0.138376045	0.102946689	-0.284514199	0.068287566	0.672202996	0.697953616	0.390712544
YKR067W	GPT2|GAT1	glycerol-3-phosphate O-acyltransferase activity	FALSE	-0.116315596	0.278574922	0.308055462	-0.943994116	-0.913576065	0.556843554	0.303595711	-0.149392811	-0.016377531	1.114154972	0.726317049	0.872406895	-0.127028889	0.573581717	0.954238188	0.549129486	0.419178616	0.073654106
YKR068C	BET3	molecular function unknown	FALSE	0.11038922	2.654265178	-0.31159834	-0.564714019	0.334047026	0.183203425	-0.193575508	4.766040595	-0.463151958	0.547824192	2.953620493	-1.478086095	-0.306462237	2.740799275	-0.877109819	-0.267951008	-1.140127857	-0.873463353
YKR069W	MET1|MET20	uroporphyrin-III C-methyltransferase activity	FALSE	0.137661979	0.27441697	0.166841377	0.08531944	0.288354943	0.230663389	0.315288111	0.239657713	-0.097811162	0.637495516	0.441749973	-0.333015053	0.612627856	0.466874319	0.342029235	-0.543187441	0.017232817	-0.06105823
YKR070W	YKR070W	molecular function unknown	FALSE	0.056203042	0.896453248	0.076408038	0.408767089	1.503437465	0.571183433	0.563074379	1.80571823	-0.228936752	1.111200444	2.033660469	0.595789141	1.291193154	1.84312332	0.655300577	-0.128103225	0.490525968	-0.304120135
YKR071C	DRE2	molecular function unknown	FALSE	-0.133791051	0.755629798	0.282632983	0.122992148	0.640325418	0.294912597	0.152323275	2.188297379	-0.796178731	-0.789809604	0.132303491	-1.149660202	-0.920843758	0.509266606	-1.558741891	-0.404516151	-1.447419495	-0.971325679
YKR072C	SIS2|HAL3	phosphopantothenoylcysteine decarboxylase activity*	FALSE	-0.113813014	-0.962698072	0.33404944	1.431489588	0.906161523	0.195325481	-0.118675498	-2.111997153	-0.098006514	-1.158265361	-1.414861254	0.409883716	0.434047814	-1.455711055	-0.382479122	-0.385709731	0.608240764	-0.062336976
YKR073C	YKR073C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.281061137	0.812705975	0.569778906
YKR074W	YKR074W	molecular function unknown	FALSE	0.235568735	-0.813408002	0.21401154	-0.612455114	-1.283927008	0.3973926	-0.28647659	-0.665160978	-0.324436	0.096903594	-1.370966785	-0.437391878	-0.178767532	-1.298915584	-0.559918822	-0.279275223	-0.898040517	-0.239042647
YKR075C	YKR075C	molecular function unknown	FALSE	0.229484098	-0.51189254	0.250215688	-0.099515058	-0.176173514	-1.023537302	-2.38679079	-3.033426774	-1.27066641	-0.771999169	-0.843832751	-0.108813793	-0.313518952	-0.9188343	-0.035382619	-1.528659351	-1.305166489	-1.538290254
YKR076W	ECM4	molecular function unknown	FALSE	-0.288036645	-0.892588633	0.518663623	-0.994336063	-1.759128164	1.333980529	0.147731068	-1.17363741	-0.92015571	0.760858035	-0.209752552	1.24539013	0.590004243	-0.106321113	1.399603218	-0.669593404	0.290281209	-0.078166579
YKR077W	YKR077W	molecular function unknown	FALSE	-0.193828339	-0.835458207	-0.107351398	0.263457745	-0.131546571	0.549451586	0.338182769	-1.054193765	0.043348356	-0.329279638	-1.30546904	0.609951456	0.072742753	-1.03384492	0.002365827	-0.245674795	0.222199133	0.040304308
YKR078W	YKR078W	protein transporter activity	FALSE	0.04045926	0.568919057	0.003417477	0.204760007	0.502020898	-0.42756574	-0.509874707	1.378853505	-0.76895318	-1.234512494	0.005973929	-1.131823323	-1.160978012	0.116382615	-1.489416654	-0.181230922	0.038297317	-0.053585351
YKR079C	TRZ1	purine nucleotide binding*	FALSE	-0.189109121	1.558897082	-0.061010103	0.680816401	3.32913708	-0.35478234	-0.026783648	3.406244925	-0.216809089	-1.385223514	0.427650004	-1.170735897	-1.464351492	0.353194273	-2.501118585	-0.039935073	-0.569297787	-0.401533642
YKR080W	MTD1	methylenetetrahydrofolate dehydrogenase (NAD+) activity	FALSE	0.210188298	-0.316912448	0.099212617	-0.127000415	-0.674288992	0.396858056	-0.118211432	-0.221498137	-0.384719693	-0.352719453	-0.291911232	-0.162767508	-0.52633817	-0.512798009	-0.458359667	0.671144752	-0.055662578	-0.203334609
YKR081C	RPF2	rRNA binding*	FALSE	0.15078164	1.296725825	-0.132013984	0.560453211	1.270670086	-0.423164212	-0.311504199	2.034237611	-0.09877068	-1.704058566	0.179325564	-1.531416832	-1.353714046	-0.030808312	-2.72093311	-0.535152377	-1.484032555	-0.831983513
YKR082W	NUP133|RAT3	structural molecule activity	FALSE	-0.182818318	1.470699997	-0.105905757	0.595804896	2.001054998	-0.036672631	0.308546529	2.585144911	-0.041273907	-0.643018761	0.971812258	-1.083516956	-0.747302045	0.963625161	-1.653338966	-0.29909365	-1.320570956	-0.70378041
YKR083C	DAD2|HSK1	structural constituent of cytoskeleton	FALSE	0.072451668	0.13368519	0.120924064	-0.373474524	-0.192471757	-0.03429375	-1.480877785	1.856958746	-0.52793936	-1.100709586	-0.010212909	-0.650544036	-2.097647899	-0.353420595	-2.573765477	-0.381875026	-0.513854705	-0.695023562
YKR084C	HBS1	molecular function unknown	FALSE	0.120997258	0.733905975	0.009694126	0.310617176	0.666448012	0.361150368	0.041443139	0.892995417	-0.3540785	-0.338355497	0.499632427	-0.442447255	0.127372687	0.482076011	-0.471645266	0.061178754	0.045945269	-0.207059932
YKR085C	MRPL20|YmL20	structural constituent of ribosome	FALSE	0.209858014	3.378934558	0.102161174	-0.78131843	1.198300059	0.679593465	0.021671313	3.745947685	-0.378434253	0.214443263	3.020356519	-1.060290956	0.016595886	2.627360237	-0.073453334	-0.433484814	-0.529624953	-0.283381213
YKR086W	PRP16	"RNA splicing factor activity, transesterification mechanism*"	FALSE	0.022976494	1.392622356	0.216407316	0.751124397	2.472057941	-0.228922874	0.20064747	1.328519735	-0.340506188	-0.324475416	0.189268095	-0.658063917	0.060898365	0.169636255	-1.566189053	-0.084418393	-0.123494925	-0.017521224
YKR087C	OMA1	metalloendopeptidase activity	FALSE	-0.080043167	0.635653362	-0.128036553	-0.252985091	-0.038236743	-0.117523505	-0.518767056	1.215992624	-0.983126551	-0.647993455	0.136075604	-1.226218436	-0.521471771	0.2026879	-1.232609026	-1.662050456	-1.756425182	-1.195085629
YKR088C	TVP38	molecular function unknown	FALSE	0.315476355	0.149126373	0.059973493	-0.503901345	-0.794194766	0.139064261	0.146282939	-0.344720778	-0.04333952	0.625244868	0.269295825	-0.261117712	0.437854931	0.346671958	0.131795786	0.439565049	0.194095678	0.117223211
YKR089C	STC1	triacylglycerol lipase activity	FALSE	-0.311896014	0.062845714	-0.011462644	0.059757311	0.276318167	0.429674336	0.143080017	-0.525246499	-0.849090332	-0.850775682	-0.581085998	0.069758997	0.636409435	-0.000184998	-0.040922525	-0.788618321	-0.081872327	-0.187977318
YKR090W	PXL1	protein binding	FALSE	-0.073863604	-0.679190667	0.211585948	0.030434278	-0.221788518	0.237909394	0.028681239	-1.055483456	-0.360262418	-1.570497026	-1.580080069	0.081393773	-0.527755977	-1.845286313	-1.459736909	0.197697795	-0.122026754	-0.14334599
YKR091W	SRL3	molecular function unknown	FALSE	0.143953082	-0.052671441	0.239413527	0.564570742	-0.023370213	2.512916406	1.64489199	1.045627138	0.798850726	3.660237692	3.043699954	2.213218194	3.736800976	3.190457781	2.870942676	0.39339984	0.637928959	0.354130124
YKR092C	SRP40	unfolded protein binding	FALSE	0.101048973	-0.976564518	0.318291372	0.679053848	-0.023117838	-0.089768116	0.212420086	-1.695601825	0.033982673	-1.152569788	-1.163191875	0.075275684	-0.314561393	-1.301266077	-0.712134834	-0.296057211	0.566949864	0.174514927
